publication,title,doi,n,nDyads,nFem,nMale,ageMean,ageSD,area,task,contrast,waveLen,samplRate,Hb,FqBand,coordinate source,probe,array,channelPaper,sync,x,y,z,reconstrQuality,selected
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,19,0,-35,36,46,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,20,0,-11,50,49,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,21,0,16,51,48,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,22,0,39,39,43,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,1,0,73,-25,-5,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,2,0,69,-50,0,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,3,1,53,-78,-5,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,4,0,71,-13,8,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,5,0,71,-39,12,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,6,0,62,-62,14,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,7,0,46,-87,6,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,8,0,70,-23,26,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,9,0,66,-50,27,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,10,1,53,-75,24,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,11,0,68,-6,32,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,12,0,68,-34,40,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,13,0,59,-60,38,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,14,1,43,-81,35,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,15,0,65,-20,46,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,16,0,61,-43,50,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,17,0,48,-68,49,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,18,0,57,-2,51,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,19,0,60,-29,54,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,20,0,51,-54,56,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,21,0,31,-70,56,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,22,0,52,-11,59,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,23,0,45,-34,66,NA,1
Lu 2019b 1,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,50,25,NA,NA,21,1.52,communication,"""brainstorming"": find alternative uses for everyday objects (AUT)",ISC during cooperative AUT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,24,0,32,-59,68,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,1,0,-40,61,0,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,2,0,-16,73,5,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,3,0,18,73,4,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,4,0,41,63,1,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,5,0,-48,49,8,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,6,0,-28,66,15,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,7,0,7,71,18,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,8,0,30,67,14,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,9,0,49,52,9,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,10,0,-41,53,24,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,11,0,-14,65,29,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,12,0,16,67,28,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,13,0,42,56,23,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,14,0,-47,35,33,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,15,0,-26,53,36,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,16,0,3,58,39,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,17,0,30,54,34,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,18,0,50,38,30,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,19,0,-35,36,46,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,20,0,-11,50,49,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,21,0,16,51,48,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,frontRL,3x5,22,0,39,39,43,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,1,0,73,-25,-5,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,2,0,69,-50,0,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,3,0,53,-78,-5,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,4,0,71,-13,8,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,5,0,71,-39,12,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,6,0,62,-62,14,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,7,0,46,-87,6,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,8,0,70,-23,26,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,9,0,66,-50,27,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,10,0,53,-75,24,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,11,0,68,-6,32,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,12,0,68,-34,40,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,13,0,59,-60,38,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,14,0,43,-81,35,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,15,0,65,-20,46,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,16,0,61,-43,50,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,17,0,48,-68,49,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,18,0,57,-2,51,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,19,0,60,-29,54,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,20,0,51,-54,56,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,21,0,31,-70,56,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,22,0,52,-11,59,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,23,0,45,-34,66,NA,1
Lu 2019b 2,Cooperation Makes a Group be More Creative,10.1093/cercor/bhy215,52,26,NA,NA,21,1.52,communication,"""brainstorming"": find typical uses for everyday objects (OTC)",ISC during cooperative OCT > rest,"695, 830",10,HbO,0.042 - 0.045,Lu 2020b,tempparR,4x4,24,0,32,-59,68,NA,1
Lu 2020a,"Gender of partner affects the interaction pattern during group
creative idea generation",10.1007/s00221-020-05799-7,132,66,74,58,21.23,2.91,communication,"""brainstorming"": AUT (alternative uses) vs. OCT (typical characteristics of everyday objects)",ISC during brainstorming > male & mixed dyads,"695, 830",10,HbO,0.08 - 0.14,Lu 2020b,frontRL,3x5,1,0,-40,61,0,NA,0
Lu 2020a,"Gender of partner affects the interaction pattern during group
creative idea generation",10.1007/s00221-020-05799-7,132,66,74,58,21.23,2.91,communication,"""brainstorming"": AUT (alternative uses) vs. OCT (typical characteristics of everyday objects)",ISC during brainstorming > male & mixed dyads,"695, 830",10,HbO,0.08 - 0.14,Lu 2020b,frontRL,3x5,2,0,-16,73,5,NA,0
Lu 2020a,"Gender of partner affects the interaction pattern during group
creative idea generation",10.1007/s00221-020-05799-7,132,66,74,58,21.23,2.91,communication,"""brainstorming"": AUT (alternative uses) vs. OCT (typical characteristics of everyday objects)",ISC during brainstorming > male & mixed dyads,"695, 830",10,HbO,0.08 - 0.14,Lu 2020b,frontRL,3x5,3,0,18,73,4,NA,0
Lu 2020a,"Gender of partner affects the interaction pattern during group
creative idea generation",10.1007/s00221-020-05799-7,132,66,74,58,21.23,2.91,communication,"""brainstorming"": AUT (alternative uses) vs. OCT (typical characteristics of everyday objects)",ISC during brainstorming > male & mixed dyads,"695, 830",10,HbO,0.08 - 0.14,Lu 2020b,frontRL,3x5,4,0,41,63,1,NA,0
Lu 2020a,"Gender of partner affects the interaction pattern during group
creative idea generation",10.1007/s00221-020-05799-7,132,66,74,58,21.23,2.91,communication,"""brainstorming"": AUT (alternative uses) vs. OCT (typical characteristics of everyday objects)",ISC during brainstorming > male & mixed dyads,"695, 830",10,HbO,0.08 - 0.14,Lu 2020b,frontRL,3x5,5,0,-48,49,8,NA,0
Lu 2020a,"Gender of partner affects the interaction pattern during group
creative idea generation",10.1007/s00221-020-05799-7,132,66,74,58,21.23,2.91,communication,"""brainstorming"": AUT (alternative uses) vs. OCT (typical characteristics of everyday objects)",ISC during brainstorming > male & mixed dyads,"695, 830",10,HbO,0.08 - 0.14,Lu 2020b,frontRL,3x5,6,0,-28,66,15,NA,0
Lu 2020a,"Gender of partner affects the interaction pattern during group
creative idea generation",10.1007/s00221-020-05799-7,132,66,74,58,21.23,2.91,communication,"""brainstorming"": AUT (alternative uses) vs. OCT (typical characteristics of everyday objects)",ISC during brainstorming > male & mixed dyads,"695, 830",10,HbO,0.08 - 0.14,Lu 2020b,frontRL,3x5,7,0,7,71,18,NA,0
Lu 2020a,"Gender of partner affects the interaction pattern during group
creative idea generation",10.1007/s00221-020-05799-7,132,66,74,58,21.23,2.91,communication,"""brainstorming"": AUT (alternative uses) vs. OCT (typical characteristics of everyday objects)",ISC during brainstorming > male & mixed dyads,"695, 830",10,HbO,0.08 - 0.14,Lu 2020b,frontRL,3x5,8,0,30,67,14,NA,0
Lu 2020a,"Gender of partner affects the interaction pattern during group
creative idea generation",10.1007/s00221-020-05799-7,132,66,74,58,21.23,2.91,communication,"""brainstorming"": AUT (alternative uses) vs. OCT (typical characteristics of everyday objects)",ISC during brainstorming > male & mixed dyads,"695, 830",10,HbO,0.08 - 0.14,Lu 2020b,frontRL,3x5,9,0,49,52,9,NA,0
Lu 2020a,"Gender of partner affects the interaction pattern during group
creative idea generation",10.1007/s00221-020-05799-7,132,66,74,58,21.23,2.91,communication,"""brainstorming"": AUT (alternative uses) vs. OCT (typical characteristics of everyday objects)",ISC during brainstorming > male & mixed dyads,"695, 830",10,HbO,0.08 - 0.14,Lu 2020b,frontRL,3x5,10,0,-41,53,24,NA,0
Lu 2020a,"Gender of partner affects the interaction pattern during group
creative idea generation",10.1007/s00221-020-05799-7,132,66,74,58,21.23,2.91,communication,"""brainstorming"": AUT (alternative uses) vs. OCT (typical characteristics of everyday objects)",ISC during brainstorming > male & mixed dyads,"695, 830",10,HbO,0.08 - 0.14,Lu 2020b,frontRL,3x5,11,0,-14,65,29,NA,0
Lu 2020a,"Gender of partner affects the interaction pattern during group
creative idea generation",10.1007/s00221-020-05799-7,132,66,74,58,21.23,2.91,communication,"""brainstorming"": AUT (alternative uses) vs. OCT (typical characteristics of everyday objects)",ISC during brainstorming > male & mixed dyads,"695, 830",10,HbO,0.08 - 0.14,Lu 2020b,frontRL,3x5,12,0,16,67,28,NA,0
